input,target_sid,target_title,pred1_sid,pred1_title,beam_size,exact_top1_hit,top3_hit,top5_hit,top10_hit,pred1_in_catalog,pred1_lcp,best_lcp_in_beam,target_collision_group_size,target_l1_fanout,target_l2_fanout
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_198><b_115><c_80>, <a_198><b_115><c_80>, <a_171><b_49><c_58>, <a_47><b_233><c_195>, <a_154><b_37><c_0>, <a_154><b_37><c_0>",<a_154><b_37><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_154><b_37><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,1,1,1,1,1,3,3,2,12,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_238><b_166><c_201>, <a_196><b_229><c_237>, <a_114><b_133><c_104>, <a_171><b_140><c_167>",<a_85><b_225><c_84>,Pomona 1296 BNC (M) Binding Posts,<a_171><b_140><c_110>,"Gorilla Tape, White Duct Tape, 1.88"" x 30 yd, White, (Pack of 1)",50,0,0,0,0,1,0,0,1,21,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_177><b_142><c_166>, <a_171><b_140><c_110>, <a_117><b_141><c_96>, <a_67><b_160><c_35>, <a_43><b_126><c_0>, <a_73><b_243><c_92>, <a_137><b_27><c_129>",<a_106><b_113><c_3>,"Dynatex 49582 Industrial Copper Anti-Seize and Lubricating Compound Paste, 8 oz Brush Top Bottle, Dark Copper",<a_137><b_27><c_129>,ABN Adhesive Sticky Back 80-Grit Sandpaper Roll 2-3/4&rdquo; Inch x 20 Yards Aluminum Oxide Golden Yellow Longboard Dura PSA,50,0,0,0,0,1,0,0,1,26,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_223><b_32><c_127>, <a_171><b_165><c_110>, <a_160><b_89><c_15>",<a_102><b_122><c_97>,"BSI Bob Smith 152 Insta Set Accelerator, 8 oz.",<a_154><b_37><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,14,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_223><b_32><c_127>, <a_171><b_165><c_110>, <a_160><b_89><c_15>, <a_102><b_122><c_97>",<a_102><b_122><c_97>,"BSI Bob Smith 152 Insta Set Accelerator, 8 oz.",<a_102><b_122><c_97>,"BSI Bob Smith 152 Insta Set Accelerator, 8 oz.",50,1,1,1,1,1,3,3,1,14,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_198><b_94><c_179>, <a_99><b_89><c_52>",<a_101><b_167><c_57>,Pomona 4970 Bnc (M) with 20 Awg Leads,<a_233><b_160><c_239>,"Karter Scientific 213A2 Borosilicate Glass Low Form Glass Beaker, 50/100/250/500/1000 mL (Pack of 5)",50,0,0,0,0,1,0,0,1,16,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_198><b_94><c_179>, <a_99><b_89><c_52>, <a_101><b_167><c_57>",<a_149><b_175><c_57>,Pomona 3788 Bnc (F) to Minigrabber Test Clips,<a_154><b_37><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,15,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_2><b_49><c_29>, <a_112><b_122><c_5>, <a_22><b_122><c_191>, <a_45><b_249><c_244>, <a_204><b_122><c_47>, <a_187><b_234><c_86>",<a_196><b_7><c_127>,Uxcell a12081400ux0273 10 x Momentary SPST NO Red Push Button Switch AC 250V/1.5A 125V/3A,<a_211><b_147><c_178>,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",50,0,0,0,0,1,0,0,1,32,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_190><b_196><c_95>, <a_33><b_147><c_242>, <a_108><b_164><c_96>",<a_22><b_122><c_191>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_78><b_187><c_112>,"PEI (Polyetherimide) Sheet, Opaque Off-White, Standard Tolerance, ASTM D5205 PEI0113, 0.03"" Thickness, 12"" Width, 24"" Length",50,0,0,0,0,1,0,0,1,24,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_73><b_140><c_8>, <a_73><b_140><c_8>, <a_247><b_248><c_33>, <a_102><b_27><c_182>, <a_14><b_142><c_216>, <a_59><b_133><c_142>, <a_63><b_21><c_1>",<a_18><b_139><c_248>,"Red Devil 0325 Steel Wool, 2 Medium Course, 8 Pads",<a_63><b_21><c_1>,Loctite Liquid Professional Super Glue  20-Gram Bottle (1365882),50,0,0,0,0,1,0,0,1,20,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_188><b_141><c_247>, <a_38><b_104><c_225>, <a_184><b_159><c_99>, <a_38><b_142><c_223>, <a_153><b_49><c_241>, <a_128><b_88><c_176>, <a_23><b_183><c_76>, <a_37><b_72><c_68>, <a_188><b_116><c_54>, <a_3><b_90><c_86>",<a_111><b_5><c_215>,HHIP 4401-0811 Mini Universal Magnetic Base with Fine,<a_245><b_88><c_7>,"Rubbermaid Commercial Maximizer Mop Head, Blend, Medium, Blue (1924783)",50,0,0,0,0,1,0,0,1,21,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_110><b_36><c_23>, <a_37><b_151><c_125>, <a_178><b_203><c_243>, <a_136><b_141><c_0>",<a_87><b_170><c_54>,"FastenMaster FMHLGM278-50 HeadLOK Heavy-Duty Flathead Fastener, 2-7/8 Inches, 50-Count",<a_136><b_147><c_205>,"Neiko 11108A 4.5&rdquo; x 7/8-Inch Aluminum Oxide Flap Disc, 80 Grit | Flat Type #27 | 10-Pack",50,0,0,0,0,1,0,0,1,37,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_36><b_230><c_249>, <a_125><b_56><c_165>, <a_175><b_123><c_22>, <a_142><b_26><c_229>",<a_0><b_81><c_21>,Bearing 608ZZ Shielded 8x22x7 Miniature Ball Bearings(Pack of 10),<a_154><b_37><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,24,3
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_24><b_222><c_167>, <a_242><b_231><c_123>, <a_76><b_76><c_209>, <a_107><b_32><c_247>",<a_179><b_226><c_33>,"PHARMEX 1-78G Permanent Paper Label,""FOR RECTAL USE"", 1 9/16"" x 3/8"", Blue (500 per Roll, 2 Rolls per Box)",<a_107><b_32><c_247>,"Gorilla 2 Part Epoxy, 5 Minute Set, .85 ounce Syringe, Clear",50,0,0,0,0,1,0,0,1,30,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_91><b_68><c_109>, <a_85><b_190><c_173>, <a_118><b_79><c_101>",<a_196><b_7><c_127>,Uxcell a12081400ux0273 10 x Momentary SPST NO Red Push Button Switch AC 250V/1.5A 125V/3A,<a_42><b_203><c_209>,"Plastic Transfer Pipettes 3ml, Graduated, Pack of 100",50,0,0,0,0,1,0,0,1,32,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_172><b_14><c_170>, <a_126><b_212><c_111>, <a_101><b_167><c_57>, <a_149><b_175><c_57>, <a_85><b_225><c_84>",<a_103><b_65><c_156>,"Bissell Zing Bagged Canister Vacuum, Maroon, 4122 - Corded",<a_154><b_37><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,22,5
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_93><b_179><c_130>, <a_252><b_78><c_73>, <a_214><b_228><c_111>, <a_247><b_241><c_0>",<a_178><b_171><c_246>,SE 526SF 7&rdquo; Self-Locking Sponge Forceps,<a_247><b_241><c_0>,"Industrial & Scientific"" />",50,0,0,0,0,1,0,1,1,23,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_154><b_37><c_0>",<a_154><b_37><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_154><b_37><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,1,1,1,1,1,3,3,2,12,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_154><b_37><c_0>, <a_154><b_37><c_0>",<a_53><b_250><c_178>,"DEWALT DW8062B5 4-1/2-Inch by 0.045-Inch Metal and Stainless Cutting Wheel, 7/8-Inch Arbor, 5-Pack",<a_154><b_37><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,16,4
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_154><b_37><c_0>, <a_154><b_37><c_0>, <a_53><b_250><c_178>",<a_154><b_37><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_154><b_37><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,1,1,1,1,1,3,3,2,12,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_154><b_37><c_0>, <a_154><b_37><c_0>, <a_53><b_250><c_178>, <a_154><b_37><c_0>",<a_161><b_179><c_107>,"HBD Thermoid NBR/PVC SAE30R6 Fuel Line Hose, 3/8"" x 25' Length, 0.375"" ID, Black",<a_53><b_250><c_103>,"Dewalt DW8061B5 4 x 0.045 Inch Metal and Stainless Steel Cutting Wheels , 4 Inch by 0.045-Inch",50,0,0,0,0,1,0,0,1,16,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_196><b_73><c_31>",<a_251><b_214><c_134>,"250ml Narrow Mouth Erlenmeyer Flask with Rubber Stoppers, Karter Scientific 213G20 (Pack of 8)",<a_154><b_37><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,19,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_63><b_21><c_1>, <a_48><b_18><c_223>, <a_2><b_68><c_112>, <a_134><b_72><c_130>",<a_158><b_21><c_113>,"3M Littmann Cardiology IV Diagnostic Stethoscope, Standard-Finish Chestpiece, Burgundy Tube, Stainless Stem and Headset, 27 inch, 6153",<a_154><b_37><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,15,4
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_63><b_21><c_1>, <a_15><b_245><c_68>, <a_135><b_51><c_143>, <a_187><b_147><c_216>, <a_204><b_148><c_185>, <a_77><b_254><c_79>, <a_32><b_40><c_1>, <a_191><b_70><c_237>, <a_34><b_232><c_204>",<a_85><b_241><c_118>,"Vastar ESD Anti-Static Wrist Strap Components, Blue",<a_34><b_232><c_16>,"Remington Industries 22UL1007STRRED UL1007 22 AWG Gauge Stranded Hook-Up Wire, 300V, 0.0253"" Diameter, 100' Length, Red",50,0,0,0,0,1,0,0,1,21,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_112><b_122><c_30>",<a_112><b_122><c_79>,"3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_112><b_122><c_191>,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK",50,0,1,1,1,1,2,3,1,97,25
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_112><b_122><c_30>, <a_112><b_122><c_79>",<a_112><b_122><c_213>,"3D Solutech Real Orange 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_112><b_122><c_191>,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK",50,0,0,0,1,1,2,3,1,97,25
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_112><b_122><c_30>, <a_112><b_122><c_79>, <a_112><b_122><c_213>",<a_22><b_122><c_191>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_112><b_122><c_191>,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK",50,0,0,0,0,1,0,3,1,24,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_112><b_122><c_30>, <a_112><b_122><c_79>, <a_112><b_122><c_213>, <a_22><b_122><c_191>",<a_22><b_104><c_36>,"3D Solutech Real Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_112><b_122><c_191>,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK",50,0,0,0,0,1,0,1,1,24,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_111><b_169><c_237>, <a_48><b_111><c_254>, <a_18><b_179><c_254>, <a_163><b_163><c_232>, <a_241><b_21><c_122>, <a_163><b_203><c_169>, <a_234><b_162><c_169>",<a_142><b_86><c_144>,"Metabo Slicer Cut Off Wheel 6"" X .040"" Box 50",<a_234><b_162><c_169>,"Scotch Heavy Duty Shipping Packaging Tape, 3"" Core, 1.88"" x 54.6 Yards, 6-Rolls (3850-6)",50,0,0,0,0,1,0,0,1,21,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_88><b_242><c_248>, <a_184><b_82><c_114>",<a_134><b_248><c_118>,"EnviroCare Replacement Vacuum Bags for Panasonic Types U, U-3, U-6-9 Pack",<a_88><b_242><c_248>,Stanley 21-106 8-Inch Mill Bastard File,50,0,0,0,0,1,0,0,1,14,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_88><b_242><c_248>, <a_184><b_82><c_114>, <a_134><b_248><c_118>",<a_106><b_113><c_3>,"Dynatex 49582 Industrial Copper Anti-Seize and Lubricating Compound Paste, 8 oz Brush Top Bottle, Dark Copper",<a_154><b_37><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,26,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_69><b_249><c_231>, <a_195><b_230><c_248>, <a_82><b_11><c_56>, <a_58><b_154><c_127>",<a_105><b_106><c_16>,"Stainless 1/4-20 Hex Nuts, USS Coarse Thread, 304 Stainless Steel, 100 pieces (1/4 Hex Nuts)",<a_58><b_154><c_1>,"Aluminum 6061-T6 Seamless Round Tubing, WW-T 700/6, 1/2"" OD, 0.26"" ID, 0.125"" Wall, 24"" Length",50,0,0,0,0,1,0,0,1,36,1
