input,target_sid,target_title,pred1_sid,pred1_title,beam_size,exact_top1_hit,top3_hit,top5_hit,top10_hit,pred1_in_catalog,pred1_lcp,best_lcp_in_beam,target_collision_group_size,target_l1_fanout,target_l2_fanout
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_107><b_142><c_216>, <a_210><b_239><c_121>, <a_122><b_126><c_5>",<a_165><b_59><c_20>,J-B Weld 8276 KwikWeld Quick Setting Steel Reinforced Epoxy - 2 oz.,<a_122><b_126><c_5>,"FiberFix 1"" Repair Tape Wrap - Fix Anything with Permanent Waterproof Repair Tape 100X Stronger than Duct Tape",50,0,0,0,0,1,0,0,1,72,4
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_107><b_142><c_216>, <a_210><b_239><c_121>, <a_122><b_126><c_5>, <a_165><b_59><c_20>",<a_165><b_159><c_154>,J-B Weld 50112 ClearWeld Quick-Setting Epoxy Syringe - Dries Clear - 25 ml,<a_122><b_126><c_5>,"FiberFix 1"" Repair Tape Wrap - Fix Anything with Permanent Waterproof Repair Tape 100X Stronger than Duct Tape",50,0,0,0,0,1,0,3,1,72,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_202><b_161><c_182>, <a_79><b_85><c_92>",<a_251><b_111><c_10>,"RMP .125 3003 H14 Aluminum Sheet 12"" x 12",<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,92,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_104><b_186><c_115>, <a_104><b_186><c_115>, <a_244><b_0><c_22>, <a_68><b_98><c_239>",<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_244><b_0><c_0>,"M-D Building Products 2758 High Density Foam Tape, White",50,0,0,1,1,1,0,3,2,66,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_104><b_186><c_115>, <a_104><b_186><c_115>, <a_244><b_0><c_22>, <a_68><b_98><c_239>, <a_107><b_93><c_0>",<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,1,1,1,1,1,3,3,2,66,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_104><b_186><c_115>, <a_104><b_186><c_115>, <a_244><b_0><c_22>, <a_68><b_98><c_239>, <a_107><b_93><c_0>, <a_107><b_93><c_0>",<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,1,1,1,1,1,3,3,2,66,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_73><b_9><c_0>, <a_236><b_229><c_162>, <a_173><b_73><c_110>, <a_202><b_52><c_44>",<a_170><b_226><c_111>,Pomona 1296 BNC (M) Binding Posts,<a_202><b_52><c_122>,"Gorilla 6100101 Tape Handy Roll, 1-Pack, Black",50,0,0,0,0,1,0,0,1,25,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_202><b_80><c_182>, <a_202><b_52><c_151>, <a_197><b_200><c_115>, <a_206><b_62><c_23>, <a_197><b_204><c_0>, <a_173><b_201><c_145>, <a_206><b_62><c_3>",<a_173><b_86><c_176>,"Dynatex 49582 Industrial Copper Anti-Seize and Lubricating Compound Paste, 8 oz Brush Top Bottle, Dark Copper",<a_173><b_201><c_145>,DuPont Teflon Silicone Lubricant,50,0,0,0,0,1,1,1,1,64,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_202><b_232><c_177>, <a_122><b_121><c_22>, <a_224><b_208><c_243>",<a_99><b_170><c_176>,"BSI Bob Smith 152 Insta Set Accelerator, 8 oz.",<a_224><b_208><c_205>,M3 x 10mm Alloy Steel Hex Bolt Socket Head Cap Screws Black 100 Pcs,50,0,0,0,0,1,0,0,1,32,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_202><b_232><c_177>, <a_122><b_121><c_22>, <a_224><b_208><c_243>, <a_99><b_170><c_176>",<a_99><b_170><c_176>,"BSI Bob Smith 152 Insta Set Accelerator, 8 oz.",<a_99><b_170><c_176>,"BSI Bob Smith 152 Insta Set Accelerator, 8 oz.",50,1,1,1,1,1,3,3,1,32,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_104><b_254><c_50>, <a_180><b_221><c_210>",<a_170><b_228><c_53>,Pomona 4970 Bnc (M) with 20 Awg Leads,<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,1,1,25,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_104><b_254><c_50>, <a_180><b_221><c_210>, <a_170><b_228><c_53>",<a_170><b_208><c_80>,Pomona 3788 Bnc (F) to Minigrabber Test Clips,<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,1,1,25,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_24><b_132><c_34>, <a_223><b_80><c_91>, <a_223><b_80><c_84>, <a_223><b_20><c_170>, <a_223><b_201><c_15>, <a_223><b_29><c_180>",<a_236><b_35><c_44>,Uxcell a12081400ux0273 10 x Momentary SPST NO Red Push Button Switch AC 250V/1.5A 125V/3A,<a_223><b_29><c_180>,HATCHBOX 2 Spool 3D Printer Filament Tabletop Wall Mount Rack,50,0,0,0,0,1,0,0,1,84,4
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_108><b_61><c_177>, <a_158><b_138><c_227>, <a_91><b_90><c_0>",<a_223><b_80><c_84>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_158><b_138><c_227>,2 Meters PTFE Teflon Bowden Tube 1.75 Filament 3D printer RepRap Rostock Kossel,50,0,1,1,1,1,0,3,1,247,24
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_251><b_199><c_249>, <a_251><b_199><c_249>, <a_15><b_155><c_49>, <a_99><b_219><c_2>, <a_150><b_9><c_146>, <a_87><b_74><c_149>, <a_165><b_15><c_16>",<a_173><b_194><c_4>,"Red Devil 0325 Steel Wool, 2 Medium Course, 8 Pads",<a_165><b_15><c_16>,Loctite Liquid Professional Super Glue  20-Gram Bottle (1365882),50,0,0,0,0,1,0,0,1,64,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_24><b_26><c_205>, <a_173><b_132><c_102>, <a_71><b_229><c_195>, <a_173><b_98><c_193>, <a_66><b_11><c_126>, <a_244><b_237><c_194>, <a_36><b_8><c_82>, <a_71><b_225><c_89>, <a_24><b_165><c_166>, <a_244><b_55><c_46>",<a_104><b_85><c_106>,HHIP 4401-0811 Mini Universal Magnetic Base with Fine,<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,60,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_109><b_34><c_53>, <a_71><b_81><c_211>, <a_104><b_251><c_25>, <a_24><b_221><c_223>",<a_224><b_33><c_237>,"FastenMaster FMHLGM278-50 HeadLOK Heavy-Duty Flathead Fastener, 2-7/8 Inches, 50-Count",<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,191,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_251><b_195><c_0>, <a_229><b_246><c_41>, <a_42><b_84><c_94>, <a_193><b_193><c_93>",<a_251><b_44><c_87>,Bearing 608ZZ Shielded 8x22x7 Miniature Ball Bearings(Pack of 10),<a_193><b_193><c_93>,"SE RFW16100 1-1/2"" Reinforced Cut off Wheel with 1/16"" Arbor (100 Count)",50,0,0,0,0,1,0,0,1,92,3
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_23><b_3><c_183>, <a_202><b_100><c_73>, <a_73><b_224><c_38>, <a_165><b_247><c_68>",<a_44><b_157><c_179>,"PHARMEX 1-78G Permanent Paper Label,""FOR RECTAL USE"", 1 9/16"" x 3/8"", Blue (500 per Roll, 2 Rolls per Box)",<a_73><b_110><c_3>,DTOL 10 X Mini Laser Dot Diode Module Head WL Red 650nm 6mm 5V 5mW Pack of 10,50,0,0,0,0,1,0,0,1,65,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_44><b_41><c_229>, <a_23><b_86><c_28>, <a_150><b_98><c_251>",<a_236><b_35><c_44>,Uxcell a12081400ux0273 10 x Momentary SPST NO Red Push Button Switch AC 250V/1.5A 125V/3A,<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,84,4
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_210><b_201><c_44>, <a_109><b_225><c_156>, <a_170><b_228><c_53>, <a_170><b_208><c_80>, <a_170><b_226><c_111>",<a_197><b_33><c_216>,"Bissell Zing Bagged Canister Vacuum, Maroon, 4122 - Corded",<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,60,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_79><b_22><c_14>, <a_44><b_71><c_57>, <a_193><b_178><c_185>, <a_15><b_118><c_0>",<a_180><b_213><c_155>,SE 526SF 7&rdquo; Self-Locking Sponge Forceps,<a_193><b_178><c_200>,"Forney 72747 Wire Bench Wheel Brush, Fine Crimped with 1/2-Inch and 5/8-Inch Arbor, 6-Inch-by-.008-Inch",50,0,0,0,0,1,0,0,1,81,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_107><b_93><c_0>",<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,1,1,1,1,1,3,3,2,66,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_107><b_93><c_0>, <a_107><b_93><c_0>",<a_193><b_42><c_1>,"DEWALT DW8062B5 4-1/2-Inch by 0.045-Inch Metal and Stainless Cutting Wheel, 7/8-Inch Arbor, 5-Pack",<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,1,1,133,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_107><b_93><c_0>, <a_107><b_93><c_0>, <a_193><b_42><c_1>",<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,1,1,1,1,1,3,3,2,66,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_107><b_93><c_0>, <a_107><b_93><c_0>, <a_193><b_42><c_1>, <a_107><b_93><c_0>",<a_79><b_169><c_0>,"HBD Thermoid NBR/PVC SAE30R6 Fuel Line Hose, 3/8"" x 25' Length, 0.375"" ID, Black",<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,60,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_71><b_142><c_60>",<a_94><b_195><c_193>,"250ml Narrow Mouth Erlenmeyer Flask with Rubber Stoppers, Karter Scientific 213G20 (Pack of 8)",<a_71><b_142><c_60>,Genie Screw & Trac Drive Garage Door Opener Replacement Limit Switch 20113R,50,0,0,0,0,1,0,0,1,111,7
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_165><b_15><c_16>, <a_193><b_64><c_16>, <a_24><b_91><c_10>, <a_180><b_4><c_218>",<a_180><b_186><c_175>,"3M Littmann Cardiology IV Diagnostic Stethoscope, Standard-Finish Chestpiece, Burgundy Tube, Stainless Stem and Headset, 27 inch, 6153",<a_24><b_91><c_10>,"iRobot Roomba 980 Robot Vacuum with Wi-Fi Connectivity, Works with Alexa, Ideal for Pet Hair, Carpets, Hard Floors",50,0,0,0,0,1,0,3,1,81,4
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_165><b_15><c_16>, <a_224><b_199><c_215>, <a_91><b_115><c_103>, <a_91><b_105><c_93>, <a_223><b_201><c_2>, <a_36><b_186><c_16>, <a_30><b_191><c_20>, <a_30><b_183><c_89>, <a_67><b_152><c_6>",<a_23><b_38><c_36>,"Vastar ESD Anti-Static Wrist Strap Components, Blue",<a_67><b_152><c_189>,"Remington Industries 22UL1007STRRED UL1007 22 AWG Gauge Stranded Hook-Up Wire, 300V, 0.0253"" Diameter, 100' Length, Red",50,0,0,0,0,1,0,0,1,50,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_223><b_80><c_165>",<a_223><b_80><c_159>,"3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_223><b_80><c_84>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",50,0,1,1,1,1,2,3,1,247,24
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_223><b_80><c_165>, <a_223><b_80><c_159>",<a_223><b_80><c_23>,"3D Solutech Real Orange 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_223><b_80><c_84>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",50,0,0,0,0,1,2,3,1,247,24
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_223><b_80><c_165>, <a_223><b_80><c_159>, <a_223><b_80><c_23>",<a_223><b_80><c_84>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_223><b_80><c_84>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",50,1,1,1,1,1,3,3,1,247,24
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_223><b_80><c_165>, <a_223><b_80><c_159>, <a_223><b_80><c_23>, <a_223><b_80><c_84>",<a_223><b_246><c_0>,"3D Solutech Real Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_223><b_80><c_84>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",50,0,0,0,0,1,1,3,1,247,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_104><b_118><c_176>, <a_193><b_113><c_101>, <a_79><b_13><c_46>, <a_211><b_10><c_196>, <a_211><b_155><c_124>, <a_211><b_168><c_186>, <a_202><b_162><c_47>",<a_193><b_73><c_2>,"Metabo Slicer Cut Off Wheel 6"" X .040"" Box 50",<a_211><b_168><c_186>,Uxcell -100-1250C 13 mm Thread 5mm Probe K Type Thermocouple Temperature Sensor,50,0,0,0,0,1,0,0,1,133,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_193><b_253><c_154>, <a_71><b_67><c_24>",<a_24><b_74><c_141>,"EnviroCare Replacement Vacuum Bags for Panasonic Types U, U-3, U-6-9 Pack",<a_71><b_67><c_24>,"Dorman Hardware 4-9771 Pliers Holders, 4-Pack",50,0,0,0,0,1,0,0,1,119,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_193><b_253><c_154>, <a_71><b_67><c_24>, <a_24><b_74><c_141>",<a_173><b_86><c_176>,"Dynatex 49582 Industrial Copper Anti-Seize and Lubricating Compound Paste, 8 oz Brush Top Bottle, Dark Copper",<a_71><b_67><c_24>,"Dorman Hardware 4-9771 Pliers Holders, 4-Pack",50,0,0,0,0,1,0,0,1,64,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_244><b_129><c_78>, <a_193><b_226><c_166>, <a_17><b_216><c_3>, <a_251><b_54><c_150>",<a_224><b_195><c_115>,"Stainless 1/4-20 Hex Nuts, USS Coarse Thread, 304 Stainless Steel, 100 pieces (1/4 Hex Nuts)",<a_251><b_54><c_150>,"Cold Rolled Steel A513 Drawn Over Mandrel Round Tubing, ASTM A513, 1-1/4"" OD, 1.01"" ID, 0.12"" Wall, 72"" Length",50,0,0,0,0,1,0,0,1,191,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_244><b_129><c_78>, <a_193><b_226><c_166>, <a_17><b_216><c_3>, <a_251><b_54><c_150>, <a_224><b_195><c_115>",<a_108><b_76><c_55>,"Stainless Flat Washers 1/4 Inch, 304 Stainless Steel, 100 pieces (1/4 Flat Washer) by ""Chenango Supply Co., Inc.",<a_224><b_81><c_180>,"The Hillman Group 591521 Small Flat and Lock Washer Assortment, 270-Pack",50,0,0,0,0,1,0,0,1,143,2
